Code CIS,Code CIP13,Code statut,Libellé statut,Date de début,Date mise à jour,Date remise à disposition,Lien ANSM
64347476,,2,Tension d'approvisionnement,22/11/2023,13/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/pegasys90microgrammes135microgrammeset180microgrammessolutioninjectableenseringueprerempliepeginterferonalfa2a
65303582,,4,Remise à disposition,14/02/2025,14/02/2025,14/02/2025,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/aybintio25mgmlsolutionadiluerpourperfusionflaconde16mlbevacizumab
66531208,,4,Remise à disposition,02/01/2025,02/01/2025,02/01/2025,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/norditropineflexpro5mg15mlsolutioninjectableenstylopreremplisomatropine
69975093,,4,Remise à disposition,18/02/2025,18/02/2025,18/02/2025,https://ansm.sante.fr/disponibilites-des-produits-de-sante/vaccins/vaxchora-poudre-effervescente-et-poudre-pour-suspension-buvable-vaccin-anticholerique-vivant-recombine-orale-vibrio-cholerae-souche-cvd-103-hgr-vivant-attenue
67758269,,1,Rupture de stock,01/01/2025,31/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/gliadel77mgimplantcarmustine
64429514,,4,Remise à disposition,30/12/2024,30/12/2024,30/12/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/noyada25mg5mlsolutionbuvablecaptopril
61146475,3400956043460,1,Rupture de stock,07/11/2024,30/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/fluorouracileteva50mgmlsolutionadiluerpourperfusionflaconde100mlfluorouracile
68944294,,2,Tension d'approvisionnement,11/06/2024,30/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/simulect20mgpoudreetsolvantpoursolutioninjectableoupourperfusionbasiliximabmammiferesourissp2o
64029712,,2,Tension d'approvisionnement,11/08/2023,30/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/mydriaticum2mg04mlcollyreenrecipientunidosetropicamide
62404793,,4,Remise à disposition,26/12/2024,26/12/2024,26/12/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/vaccins/boostrixtetrasuspensioninjectableenseringuepreremplievaccindiphteriquetetaniquecoquelucheuxacellulairemulticomposeetpoliomyelitiqueinactiveadsorbeateneurreduiteenantigenes
66387380,,2,Tension d'approvisionnement,19/11/2024,23/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/mivacron10mg5mlet20mg10mlsolutioninjectableivchloruredemivacurium
65201385,,2,Tension d'approvisionnement,19/11/2024,23/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/mivacron10mg5mlet20mg10mlsolutioninjectableivchloruredemivacurium
65973294,,4,Remise à disposition,20/12/2024,20/12/2024,20/12/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/citratedecafeinecooper25mgmlsolutioninjectableetbuvablecitratedecafeine
63930084,,2,Tension d'approvisionnement,09/06/2022,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/concertalpcomprimealiberationprolongeemethylphenidatechlorhydratede
60756917,,2,Tension d'approvisionnement,09/06/2022,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/concertalpcomprimealiberationprolongeemethylphenidatechlorhydratede
60047182,,2,Tension d'approvisionnement,09/06/2022,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/concertalpcomprimealiberationprolongeemethylphenidatechlorhydratede
65228400,,4,Remise à disposition,18/12/2024,18/12/2024,18/12/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/humalog100uimlsolutioninjectableenflaconinsulinelispro
61731639,,2,Tension d'approvisionnement,13/12/2024,18/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lutrelef32mgpoudreetsolvantpoursolutioninjectablegonadorelineacetatede
68182431,,2,Tension d'approvisionnement,27/11/2024,26/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/novomix50flexpen100unitesmlsuspensioninjectableenstyloprerempliinsulineasparteisophanebiphasiquelevuresaccharomycescerevisiae
61500746,,2,Tension d'approvisionnement,07/11/2024,18/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/esperal500mgcomprimedisulfirame
62554177,,2,Tension d'approvisionnement,13/12/2024,13/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/endoxan50mgcomprimeenrobecyclophosphamide
62345380,,1,Rupture de stock,13/11/2023,13/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ipratropiumteva05mg2mladultessolutionpourinhalationparnebuliseurenrecipientunidoseipratropiumbromured
67131583,,2,Tension d'approvisionnement,24/07/2024,12/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lasilixretard60mggelulefurosemide
65647512,,2,Tension d'approvisionnement,03/07/2024,12/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/vitamineb12gerda1000ug4mlsolutioninjectableimetbuvablecyanocobalamine
65880178,,2,Tension d'approvisionnement,24/04/2024,12/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/clarithromycineviatris25mgmlgranulespoursuspensionbuvableetzeclar25mgmlgranulespoursuspensionbuvableclarithromycine
62901197,,2,Tension d'approvisionnement,24/04/2024,12/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/clarithromycineviatris25mgmlgranulespoursuspensionbuvableetzeclar25mgmlgranulespoursuspensionbuvableclarithromycine
69882956,,2,Tension d'approvisionnement,15/02/2024,24/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/methylphenidatearrowlpgelulealiberationprolongeemethylphenidatechlorhydratede
69137599,,2,Tension d'approvisionnement,15/02/2024,24/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/methylphenidatearrowlpgelulealiberationprolongeemethylphenidatechlorhydratede
63531263,,2,Tension d'approvisionnement,15/02/2024,24/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/methylphenidatearrowlpgelulealiberationprolongeemethylphenidatechlorhydratede
62069359,,2,Tension d'approvisionnement,15/02/2024,24/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/methylphenidatearrowlpgelulealiberationprolongeemethylphenidatechlorhydratede
62118347,,4,Remise à disposition,29/11/2024,10/12/2024,29/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/tyenne162mgsolutioninjectableenstylopreremplietseringuepreremplitocilizumab
66297328,,4,Remise à disposition,29/11/2024,10/12/2024,29/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/tyenne162mgsolutioninjectableenstylopreremplietseringuepreremplitocilizumab
64582563,,2,Tension d'approvisionnement,03/07/2024,10/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/paliperidonetevasuspensioninjectablealiberationprolongeepaliperidone
67203082,,2,Tension d'approvisionnement,03/07/2024,10/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/paliperidonetevasuspensioninjectablealiberationprolongeepaliperidone
68516735,,2,Tension d'approvisionnement,03/07/2024,10/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/paliperidonetevasuspensioninjectablealiberationprolongeepaliperidone
64612088,3400957138806,1,Rupture de stock,18/09/2023,10/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/atracuriumpfizer10mgmlsolutioninjectablepourperfusionboitede5ampoulesde50mg5mlatracurium
69088419,,2,Tension d'approvisionnement,07/02/2023,10/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/fucithalmic1gelophtalmiqueacidefusidique
68878549,,2,Tension d'approvisionnement,29/07/2024,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/risperidonelp25mg2ml375mg2mlet50mg2mlpoudreetsolvantpoursuspensioninjectablealiberationprolongeeenseringuepreremplierisperidone
68901873,,2,Tension d'approvisionnement,29/07/2024,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/risperidonelp25mg2ml375mg2mlet50mg2mlpoudreetsolvantpoursuspensioninjectablealiberationprolongeeenseringuepreremplierisperidone
65893318,,2,Tension d'approvisionnement,29/07/2024,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/risperidonelp25mg2ml375mg2mlet50mg2mlpoudreetsolvantpoursuspensioninjectablealiberationprolongeeenseringuepreremplierisperidone
61515919,,2,Tension d'approvisionnement,29/07/2024,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/risperidonelp25mg2ml375mg2mlet50mg2mlpoudreetsolvantpoursuspensioninjectablealiberationprolongeeenseringuepreremplierisperidone
61314485,,2,Tension d'approvisionnement,29/07/2024,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/risperidonelp25mg2ml375mg2mlet50mg2mlpoudreetsolvantpoursuspensioninjectablealiberationprolongeeenseringuepreremplierisperidone
60591814,,2,Tension d'approvisionnement,29/07/2024,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/risperidonelp25mg2ml375mg2mlet50mg2mlpoudreetsolvantpoursuspensioninjectablealiberationprolongeeenseringuepreremplierisperidone
69875082,,1,Rupture de stock,25/04/2024,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/clarithromycinearrow25mgmlgranulespoursuspensionbuvableclarithromycine
65326798,,2,Tension d'approvisionnement,12/08/2022,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/clarithromycine50mgmlgranulespoursuspensionbuvableclarithromycine
65040811,,2,Tension d'approvisionnement,12/08/2022,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/clarithromycine50mgmlgranulespoursuspensionbuvableclarithromycine
61594165,,2,Tension d'approvisionnement,12/08/2022,09/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/clarithromycine50mgmlgranulespoursuspensionbuvableclarithromycine
61698064,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
61746783,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
62334754,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
63367401,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
64574082,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
66811249,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
66855039,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
67247812,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
68058227,,2,Tension d'approvisionnement,01/10/2024,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprost40microgrammesmlcollyreensolutiontravoprost
69220333,,2,Tension d'approvisionnement,06/11/2023,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprosttimolol40microgrammesml5mgmlcollyreensolutiontimololmaleatedetravoprost
69086254,,2,Tension d'approvisionnement,06/11/2023,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprosttimolol40microgrammesml5mgmlcollyreensolutiontimololmaleatedetravoprost
67902901,,2,Tension d'approvisionnement,06/11/2023,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprosttimolol40microgrammesml5mgmlcollyreensolutiontimololmaleatedetravoprost
65773219,,2,Tension d'approvisionnement,06/11/2023,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprosttimolol40microgrammesml5mgmlcollyreensolutiontimololmaleatedetravoprost
63967296,,2,Tension d'approvisionnement,06/11/2023,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprosttimolol40microgrammesml5mgmlcollyreensolutiontimololmaleatedetravoprost
63633802,,2,Tension d'approvisionnement,06/11/2023,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprosttimolol40microgrammesml5mgmlcollyreensolutiontimololmaleatedetravoprost
62806614,,2,Tension d'approvisionnement,06/11/2023,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprosttimolol40microgrammesml5mgmlcollyreensolutiontimololmaleatedetravoprost
60178609,,2,Tension d'approvisionnement,06/11/2023,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/travoprosttimolol40microgrammesml5mgmlcollyreensolutiontimololmaleatedetravoprost
69831050,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
69766567,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
69726341,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
69504052,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
69236138,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
69056275,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
68315675,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
68022576,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
67298098,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
66940678,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
66234776,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
66044086,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
65655384,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
64656654,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
64506804,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
63389223,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
62985754,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
61371194,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
61324700,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
61081440,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
60340413,,2,Tension d'approvisionnement,17/08/2022,06/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/cinacalcet30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
61380670,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
63439854,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
64803271,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
63703396,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
65652406,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
69320173,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
66842981,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
69440571,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
63193915,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
65232651,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
61070180,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
64021886,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
65314130,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
60574505,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
66256064,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
66824150,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
61633134,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
64468061,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
62977049,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
66503721,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
63669727,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
65843062,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
64982194,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
66046596,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
69692800,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
61951090,,2,Tension d'approvisionnement,02/11/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/specialitesabasedaprepitant125mg80mget125mg80mggelulesaprepitant
63918096,,2,Tension d'approvisionnement,04/04/2024,04/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/azactam1gpoudreetsolutionpourusageparenteralaztreonam
60570108,,2,Tension d'approvisionnement,03/07/2024,03/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/praluent75mg150mget300mgsolutioninjectableenstylopreremplialirocumabmammiferehamstercellulescho
64363384,,2,Tension d'approvisionnement,03/07/2024,03/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/praluent75mg150mget300mgsolutioninjectableenstylopreremplialirocumabmammiferehamstercellulescho
68788824,,2,Tension d'approvisionnement,03/07/2024,03/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/praluent75mg150mget300mgsolutioninjectableenstylopreremplialirocumabmammiferehamstercellulescho
62416105,,2,Tension d'approvisionnement,02/10/2024,02/12/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/tranxene20mg2mllyophilisatetsolutionpourusageparenteralclorazepatedipotassique
66303368,,4,Remise à disposition,29/11/2024,29/11/2024,29/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/bevitine100mg2mlsolutioninjectableenampoulethiaminechlorhydratede
60172339,,4,Remise à disposition,28/11/2024,29/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/isocardsolutionsublingualeenflaconpulverisateurdinitratedisosorbide
60589496,,4,Remise à disposition,03/03/2025,03/03/2025,03/03/2025,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/atgam50mgmlsolutionadiluerpourperfusionimmunoglobulineequineantilymphocytethumain
63196690,,4,Remise à disposition,28/11/2024,28/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/salbutamol25mg25mlet5mg25mlsolutionpourinhalationparnebuliseurenrecipientunidosesalbutamol
64245247,,4,Remise à disposition,28/11/2024,28/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/salbutamol25mg25mlet5mg25mlsolutionpourinhalationparnebuliseurenrecipientunidosesalbutamol
65376705,,4,Remise à disposition,28/11/2024,28/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/salbutamol25mg25mlet5mg25mlsolutionpourinhalationparnebuliseurenrecipientunidosesalbutamol
65981280,,4,Remise à disposition,28/11/2024,28/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/salbutamol25mg25mlet5mg25mlsolutionpourinhalationparnebuliseurenrecipientunidosesalbutamol
68036348,,4,Remise à disposition,28/11/2024,28/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/salbutamol25mg25mlet5mg25mlsolutionpourinhalationparnebuliseurenrecipientunidosesalbutamol
68174071,,4,Remise à disposition,28/11/2024,28/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/salbutamol25mg25mlet5mg25mlsolutionpourinhalationparnebuliseurenrecipientunidosesalbutamol
68563941,,4,Remise à disposition,28/11/2024,28/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/salbutamol25mg25mlet5mg25mlsolutionpourinhalationparnebuliseurenrecipientunidosesalbutamol
68886446,,4,Remise à disposition,28/11/2024,28/11/2024,28/11/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/salbutamol25mg25mlet5mg25mlsolutionpourinhalationparnebuliseurenrecipientunidosesalbutamol
66510865,,3,Arrêt de commercialisation,28/11/2024,28/11/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zoryongelulesetsiropchlorhydratedemethadone
62870086,,3,Arrêt de commercialisation,28/11/2024,28/11/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zoryongelulesetsiropchlorhydratedemethadone
64329581,,3,Arrêt de commercialisation,28/11/2024,28/11/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zoryongelulesetsiropchlorhydratedemethadone
62258872,,3,Arrêt de commercialisation,28/11/2024,28/11/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zoryongelulesetsiropchlorhydratedemethadone
61767418,,3,Arrêt de commercialisation,28/11/2024,28/11/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zoryongelulesetsiropchlorhydratedemethadone
61181501,,3,Arrêt de commercialisation,28/11/2024,28/11/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zoryongelulesetsiropchlorhydratedemethadone
64699513,,3,Arrêt de commercialisation,28/11/2024,28/11/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zoryongelulesetsiropchlorhydratedemethadone
64441527,,3,Arrêt de commercialisation,28/11/2024,28/11/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zoryongelulesetsiropchlorhydratedemethadone
